Node ID,URLv4:,eth,id,ASN_number,organization,country,city,ip,secp256k1,tcp,udp,les,udp6,cap,Name,Caps
 27cbdcd81c0d1fb66352d9285656e38673c3bbd94cfc4be3f02e3e922b1c5494,enode://6e845383ca793cf0d7bb674f00f845239093a10a4fe24efe025421599975ed1ed5243c9f6b5b0b9dffdeb44f3a2bcf6bbf0b9b0b58774dda118b039ebbbba036@209.126.7.125:30303,cac984fc64ec0483118c30,v4,40021,CONTABO,United States,St Louis,209.126.7.125,a1026e845383ca793cf0d7bb674f00f845239093a10a4fe24efe025421599975ed1e,30303,30303,,,,,
 27f77c7aef00a05b677bc10acb03251b964e5e4d4d0d8c75c5d5c96c0f6ff9c4,enode://8e44cc27092ddc222e92fcc521f42f3269f972124170556078e69abe87580fc9b8aaee2030fe7243783cca478ad9a34bba2d5d2aa8d3dc551a7b5d79b01f8dda@198.27.83.143:30303,c7c684c25efa5c80,v4,16276,OVH SAS,Canada,,198.27.83.143,a1028e44cc27092ddc222e92fcc521f42f3269f972124170556078e69abe87580fc9,30303,30303,,,,,
 2bd9b51806bfb201890a8b5a89b5c5b91977e8741701e7b9b4dcfe487c8478d7,enode://0d7107355da89abb3a1f3b0d48122bdb2b65c24372c7cbc994b18e19421dd93da69929b149bf79ca2886646761c725114a677531e36cdd3a86aefbbd3a09f46b@159.69.85.195:30303,c7c6847c806a7780,v4,24940,Hetzner Online GmbH,Germany,,159.69.85.195,a1030d7107355da89abb3a1f3b0d48122bdb2b65c24372c7cbc994b18e19421dd93d,30303,30303,,,,,
 2d1f1ff2774352477bfbf6ee10868373b074e7cd678270608eccfb2205d0e874,enode://279944d8dcd428dffaa7436f25ca0ca43ae19e7bcf94a8fb7d1641651f92d121e972ac2e8f381414b80cc8e5555811c2ec6e1a99bb009b3f53c4c69923e11bd8@35.158.244.151:30303,c7c684e029e99180,v4,16509,AMAZON-02,Germany,Frankfurt am Main,35.158.244.151,a102279944d8dcd428dffaa7436f25ca0ca43ae19e7bcf94a8fb7d1641651f92d121,30303,30303,c0,,,,
 2e081f80e2ec86be931b0f5d034ba0d426f1a801a26a3cf077405b83832de2e1,enode://b64d9c9c054db6ddaab85ff09deab5920f2cc79804979011da4448c2bb1bdde509e4777e8b49efd356db4e5b8711443047fd58d7176d6d9a4d74edf71aa8a839@173.249.51.177:30304,c7c684e029e99180,v4,51167,Contabo GmbH,Germany,Nuremberg,173.249.51.177,a103b64d9c9c054db6ddaab85ff09deab5920f2cc79804979011da4448c2bb1bdde5,30304,30304,,,,,
 2e6a3ee3dd73a8c3ece5c42a57d7841d3860820fdd5d29064aa3df1b5cd0453d,enode://4e9737849b7fbaeb479ac278ce284e926dbbfe2e623886c30168ecfcf6d4e3447fc0c41497ec7927767bf27b03d18e9a98c1fb7c32f458cfcb2c2209f1148286@185.203.56.37:30303,cac984fc64ec0483118c30,v4,205689,Whatbox Inc.,Canada,Waterloo,185.203.56.37,a1024e9737849b7fbaeb479ac278ce284e926dbbfe2e623886c30168ecfcf6d4e344,30303,30303,,,,,
 2f24225e2c577a92a1290317b1f899a7f6da1948a3b5e93587a61d0b12b177c5,enode://a6e4433f1a30ec2fb0d82cf165269fa32d24e1c1c32f40666cc70830d4087a70d3440cf2e85026fc9b9e2af80fffd872c29f81e74334dfec8e62cb56a51559d3@23.227.163.147:30303,c7c684f702aaa680,v4,29802,HVC-AS,United States,,23.227.163.147,a103a6e4433f1a30ec2fb0d82cf165269fa32d24e1c1c32f40666cc70830d4087a70,30303,30303,,,,,
 2f3388774b6e68efeca345581ddb13327922f97642b94477256bb220f21ac649,enode://86e295c29363e4131324bde609ac25ca01b896444713740543473ec116d224ed0a62480c4879cc554f587509edf4653e1248fe18179ec7a619bcda75433c14ae@54.219.214.25:30303,c7c684c25efa5c80,v4,16509,AMAZON-02,United States,San Jose,54.219.214.25,a10286e295c29363e4131324bde609ac25ca01b896444713740543473ec116d224ed,30303,30303,,,,,
 2f502407fd60ed832504cf85579ca8f1704c10ddfb5bf272caa09ff062656824,enode://897a8a9fca036a912673395695f646676d94d09a78f2697a558e089beca05456896a34ef6c9aaa344f0f81df06f400481ababd6e17070d7936328f8811dadad6@95.232.14.132:30303?discport=61839,c7c684e029e99180,v4,3269,Telecom Italia,Italy,Massa e Cozzile,95.232.14.132,a102897a8a9fca036a912673395695f646676d94d09a78f2697a558e089beca05456,30303,61839,,30303,,,
 2fab2a8979bfeb68b4764e39c481fe439c4515a92fca506662280f9827982e7e,enode://589b92223a03021385d064ac1cb5e430943ab29007b0ffdd68fcad9fc3905650f80b2be5ee5d278f03f4eee6edff386c75c1221acc5cdfc2e96a5383bf96aacb@176.99.5.24:33193,c7c684f3e8bd4180,v4,49352,"Domain names registrar REG.RU, Ltd",Russia,,176.99.5.24,a103589b92223a03021385d064ac1cb5e430943ab29007b0ffdd68fcad9fc3905650,33193,33193,,,,,
 2fc0a4470361ad6d62163c81b934f45293f037041c1bc29125f93577408ac03b,enode://996e38909b0fe18140181795576ce12b9b0457ece2ec3dbbe735a7dedfbcbb7db3089f3ac974b66c74d3494526cfe78dfe0a649a9b203986524385796f12cadd@18.219.18.59:30303,c7c684cbdb883880,v4,16509,AMAZON-02,United States,Columbus,18.219.18.59,a103996e38909b0fe18140181795576ce12b9b0457ece2ec3dbbe735a7dedfbcbb7d,30303,30303,,,,,
 2fc990745b76b9ba101d1b8b5db5676aa01b7e6e175627b0f1e345874d4e7b8e,enode://e6a1e6297bda77501924ff5077ed82b9529193e4b48a59a9403a22e8393fb3437b11c263bd0a5e15c2b3eb40efbfc7c69fdb9667cc58db7d976f730fab78879e@8.210.154.186:30303,cac984fc64ec0483118c30,v4,45102,"Alibaba (US) Technology Co., Ltd.",China,Dongguan,8.210.154.186,a102e6a1e6297bda77501924ff5077ed82b9529193e4b48a59a9403a22e8393fb343,30303,30303,,,,,
 327c8e9c2ff94efca6fb4cbd91b1c4ac71bbe7fcb163de5eb99db22b3e78c54b,enode://c4f8014063a049bb78b1c7a724e35521779aee89617e9ead013a430ee8ab58768e157a996e57429604d0577069df8dee17cb92e86bc5fa0898145a176a10bb63@95.216.14.226:30303,c7c684e029e99180,v4,24940,Hetzner Online GmbH,Finland,Helsinki,95.216.14.226,a103c4f8014063a049bb78b1c7a724e35521779aee89617e9ead013a430ee8ab5876,30303,30303,,,,,
 3776e32455cd65c87f11fab976b45fc2cc2c034a191db8ab1f3371d18db97957,enode://02bc4f3ba4fc4896b8bc88ab1cb55b607847e63d6d84f2c8d74314a4d1e058a9caa1cb01a546156a01e35daa46d0124fa60734c8871e0ea010959a5330d5f9ef@51.38.64.90:30308,c7c684c25efa5c80,v4,16276,OVH SAS,United Kingdom,London,51.38.64.90,a10302bc4f3ba4fc4896b8bc88ab1cb55b607847e63d6d84f2c8d74314a4d1e058a9,30308,30308,,,,,
 37d169fbb3c712bdd875dc98cf5522d4266c7d16dde81e289bab1d740ff201ff,enode://58d5cc48c6fdfebad5c1b8e96fbe1be1110415d9295adcd25d3f1fc36ccc1f4068170c6eef916abf131c2cdfc7e810074d5bb29909e4bb3bd1acac4163d9f6e6@147.135.10.88:40305,cac9849007bfcc83b28720,v4,16276,OVH SAS,United States,Warrenton,147.135.10.88,a10258d5cc48c6fdfebad5c1b8e96fbe1be1110415d9295adcd25d3f1fc36ccc1f40,40305,40305,,,,,
 3aef2f35f8bd3db337f2440cffa70afb344358ce9d42324a53d581e6f62b8d52,enode://ebf845f849528b46b887aecdd0b7ef08d81d18482d0d3c58ebcb65b99da3ea199eab89d7aa3ca896a8f993c1fe4f7b460e29d1a1c38f4ec88660aa706752935a@35.185.171.139:30399,,v4,15169,GOOGLE,Taiwan,New Taipei,35.185.171.139,a102ebf845f849528b46b887aecdd0b7ef08d81d18482d0d3c58ebcb65b99da3ea19,30399,30399,,,dcc583627a7a09c6846869766508c58370737302c88673747265616d08,,
 3fb640b82c36ca164e5eb66e23372ba9e8d056918811dbdfa1d2a6c406fdb672,enode://8616b170393f131cf5d5d43f223264e30855366f3a1cad43c8c0f3800d7c17a42caaffd30cddae0bc2cf0dc2640a82f8f60b8a748783e0dca6f9f21f03c02fe4@148.251.52.67:30303,cac984fc64ec0483118c30,v4,24940,Hetzner Online GmbH,Germany,,148.251.52.67,a1028616b170393f131cf5d5d43f223264e30855366f3a1cad43c8c0f3800d7c17a4,30303,30303,,,,,
 4af65c458eed0858021204fecbf1ee5dd0a5fbf016adaae8889735d752912f83,enode://577cfd120ae65301e00a2e59105bfdb6cefe44cf7aa626f6431f16b90fe09fb8330b91422db4fc1bbec7491a4016def8d4385d6fc87656671732fb966001209f@51.68.119.188:30303,c7c684e029e99180,v4,16276,OVH SAS,France,,51.68.119.188,a103577cfd120ae65301e00a2e59105bfdb6cefe44cf7aa626f6431f16b90fe09fb8,30303,30303,,,,,
 56483dbe3073c57241c3f128a6ca1c4018347cc0afd0ea1db6773c7e2794698b,enode://b6b28890b006743680c52e64e0d16db57f28124885595fa03a562be1d2bf0f3a1da297d56b13da25fb992888fd556d4c1a27b1f39d531bde7de1921c90061cc6@159.89.28.211:30303,c7c684cbdb883880,v4,14061,DIGITALOCEAN-ASN,Germany,Frankfurt am Main,159.89.28.211,a102b6b28890b006743680c52e64e0d16db57f28124885595fa03a562be1d2bf0f3a,30303,30303,c0,,,,
 587d9bd5220707791064a4a5ff82c99d7c099d941780f5c0c6a612714db44219,enode://da5ba8f6afc78a15c39a141931d4098aa91aadbcb52bb73581c2d60203ce5b4a60f14a92b983b7b4d7189227a30642a27e694a62e79e6ae0248b6356f2dddfce@3.237.42.140:30303,c7c684c25efa5c80,v4,14618,AMAZON-AES,United States,Ashburn,3.237.42.140,a102da5ba8f6afc78a15c39a141931d4098aa91aadbcb52bb73581c2d60203ce5b4a,30303,30303,,,,,
 58e1918988b3f5095f197ab99367db4dcd0ee24b256149db2caee8da2750b9df,enode://7f856f2c2fb707535418b10f0fe5deec60d5007ff4d86029047e6061cf087c7c8909213d9166f00dd78c0cd497c6c85d5f39c71cc02e37cf7bd92c473ea5ccf8@45.77.70.196:30303,c7c684e029e99180,v4,20473,AS-CHOOPA,United States,Los Angeles,45.77.70.196,a1027f856f2c2fb707535418b10f0fe5deec60d5007ff4d86029047e6061cf087c7c,30303,30303,,,,,
 592212e2dcef1ae55e2d75ce058225a3cbfc4d5e00c8556d5be48e962ce45d8d,enode://f2e4a66f54bad40a9b921c4a8dc32e7ab4d0ad592b39ab5777bc330cffe39f3cff6852ee24cec4f6c80685795075f3b86e7bbe3362a23bfc22dbb34de308f85b@82.221.128.205:30304,,v4,50613,Advania Island ehf,Iceland,,82.221.128.205,a103f2e4a66f54bad40a9b921c4a8dc32e7ab4d0ad592b39ab5777bc330cffe39f3c,30304,30304,,,,,
 61904c8768209b4c9adcfe0becf770286eb7979f7ab041bacc5356417fbbff42,enode://651b484b652c07c72adebfaaf8bc2bd95b420b16952ef3de76a9c00ef63f07cca02a20bd2363426f9e6fe372cef96a42b0fec3c747d118f79fd5e02f2a4ebd4e@51.158.190.99:45678,c7c68466b5c28680,v4,12876,Online S.a.s.,France,Paris,51.158.190.99,a102651b484b652c07c72adebfaaf8bc2bd95b420b16952ef3de76a9c00ef63f07cc,45678,45678,,,,,
 65ddf4a79c9888c80815e2b03dc507e5833b3eb6bf0048a5cd1be650d43a8e31,enode://e1b679099e43f04c28d76169b3aa60a7c16ef629fada260970639f7bb5454ae59769f5f5d9aed73ce1d7eeb68578f708665a25544b1833a0657d48cf956d5468@18.141.210.77:30303,c7c684cbdb883880,v4,16509,AMAZON-02,Singapore,Singapore,18.141.210.77,a102e1b679099e43f04c28d76169b3aa60a7c16ef629fada260970639f7bb5454ae5,30303,30303,,,,,
 71563f2370599df68c1b4c00aff1a4090d45ce6e2c8efc003a9b3e3f91416968,enode://ca6de62fce278f96aea6ec5a2daadb877e51651247cb96ee310a318def462913b653963c155a0ef6c7d50048bba6e6cea881130857413d9f50a621546b590758@34.255.23.113:30303,c7c684e029e99180,v4,16509,AMAZON-02,Ireland,Dublin,34.255.23.113,a102ca6de62fce278f96aea6ec5a2daadb877e51651247cb96ee310a318def462913,30303,30303,c0,,,,
 791ec3c22b21d89f07ec794d1026a54db406436bcf9a8f121e0c79bcff5fc8c5,enode://5f6a6ae23cb8495b69e498d9428617ae85408dd312f1e2cc933eacf1888f8bb22db701ea7267ee548125d14ce505124916a3c51c63f83109d0000862db8a5068@5.9.154.58:30303,c7c684e029e99180,v4,24940,Hetzner Online GmbH,Germany,,5.9.154.58,a1025f6a6ae23cb8495b69e498d9428617ae85408dd312f1e2cc933eacf1888f8bb2,30303,30303,,,,,
 7956b5ec14b4df1a2a4d8bf1d453dbca9994a62ce341219724ee70a2094f99ff,enode://3ec329880128e1ac0c3812f8b2320da688f111fcf77f68cbc3f9c2680b9a4f6f0725b5b790ea251961a685ef2c7f6ad1821850ce40b9077ca4963f66fcf1f892@18.144.129.69:30303,cac9849007bfcc83b28720,v4,16509,AMAZON-02,United States,San Jose,18.144.129.69,a1023ec329880128e1ac0c3812f8b2320da688f111fcf77f68cbc3f9c2680b9a4f6f,30303,30303,,,,,
 84e07faffaf52840f2f2791c50535b13983b131e0951b23782360076238ad54d,enode://a24ac7c5484ef4ed0c5eb2d36620ba4e4aa13b8c84684e1b4aab0cebea2ae45cb4d375b77eab56516d34bfbd3c1a833fc51296ff084b770b94fb9028c4d25ccf@52.169.42.101:30303,c7c684cbdb883880,v4,8075,MICROSOFT-CORP-MSN-AS-BLOCK,Ireland,Dublin,52.169.42.101,a103a24ac7c5484ef4ed0c5eb2d36620ba4e4aa13b8c84684e1b4aab0cebea2ae45c,30303,30303,c0,,,Geth/v1.9.23-unstable-d9890a6a-20201005/linux-amd64/go1.15.2,[eth/63 eth/64 eth/65 les/2 les/3]
